"Facility.ID","Facility.Name","Address","City","State","ZIP.Code","County.Name","Phone.Number","Hospital.Type","Hospital.Ownership","Emergency.Services","Meets.criteria.for.promoting.interoperability.of.EHRs","Hospital.overall.rating","Hospital.overall.rating.footnote","MORT.Group.Measure.Count","Count.of.Facility.MORT.Measures","Count.of.MORT.Measures.Better","Count.of.MORT.Measures.No.Different","Count.of.MORT.Measures.Worse","Safety.Group.Measure.Count","Count.of.Facility.Safety.Measures","Count.of.Safety.Measures.Better","Count.of.Safety.Measures.No.Different","Count.of.Safety.Measures.Worse","READM.Group.Measure.Count","Count.of.Facility.READM.Measures","Count.of.READM.Measures.Better","Count.of.READM.Measures.No.Different","Count.of.READM.Measures.Worse","Pt.Exp.Group.Measure.Count","Count.of.Facility.Pt.Exp.Measures","TE.Group.Measure.Count","Count.of.Facility.TE.Measures","HAI_1_Score","HAI_2_Score","HAI_3_Score","HAI_4_Score","HAI_5_Score","HAI_6_Score"
"051320","BANNER LASSEN MEDICAL CENTER","1800 SPRING RIDGE DRIVE","SUSANVILLE","CA",96130,"LASSEN","(530) 252-2000","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Y","2","","7","3","0","3","0","8","1","0","1","0","11","8","2","6","0","8","8","12","5",0,0,NA,0,0,0.962463907603465
"051321","HEALDSBURG HOSPITAL","1375 UNIVERSITY AVENUE","HEALDSBURG","CA",95448,"SONOMA","(707) 431-6500","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","4","0","4","0","8","1","0","1","0","11","6","1","5","0","8","8","12","1",0,0,0,NA,0,2.23214285714286
"051323","COLORADO RIVER MEDICAL CENTER","1401 BAILEY AVE","NEEDLES","CA",92363,"SAN BERNARDINO","(760) 326-7162","Critical Access Hospitals","Voluntary non-profit - Private","Yes","","Not Available","16","7","1","0","1","0","8","Not Available","Not Available","Not Available","Not Available","11","2","0","2","0","8","Not Available","12","2",NA,0,NA,NA,0,0
"051324","NORTHERN INYO HOSPITAL","150 PIONEER LANE","BISHOP","CA",93514,"INYO","(760) 873-5811","Critical Access Hospitals","Government - Hospital District or Authority","Yes","Y","2","","7","3","0","3","0","8","2","0","2","0","11","5","0","5","0","8","8","12","6",0,0,0,0,0,0
"051325","MENDOCINO COAST DISTRICT HOSPITAL","700 RIVER DRIVE","FORT BRAGG","CA",95437,"MENDOCINO","(707) 961-1234","Critical Access Hospitals","Government - Hospital District or Authority","Yes","","2","","7","3","0","3","0","8","1","0","1","0","11","9","1","8","0","8","8","12","1",0,0,0,NA,0,0.718907260963336
"051326","PLUMAS DISTRICT HOSPITAL","1065 BUCKS LAKE ROAD","QUINCY","CA",95971,"PLUMAS","(530) 283-2121","Critical Access Hospitals","Government - Hospital District or Authority","Yes","","Not Available","16","7","2","0","2","0","8","Not Available","Not Available","Not Available","Not Available","11","3","0","2","1","8","Not Available","12","2",0,0,NA,NA,0,1.53609831029186
"051327","SENECA DISTRICT HOSPITAL","130 BRENTWOOD DRIVE","CHESTER","CA",96020,"PLUMAS","(530) 258-2121","Critical Access Hospitals","Voluntary non-profit - Other","Yes","","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","Not Available","Not Available","Not Available","Not Available","11","Not Available","Not Available","Not Available","Not Available","8","Not Available","12","1",NA,0,NA,NA,NA,NA
"051328","TAHOE FOREST HOSPITAL","10121 PINE AVE","TRUCKEE","CA",96161,"NEVADA","(530) 587-6011","Critical Access Hospitals","Government - Hospital District or Authority","Yes","Y","2","","7","3","0","3","0","8","2","0","1","1","11","7","0","7","0","8","8","12","7",0,1.6260162601626,0,0,0,0.355745286374956
"051329","SUTTER LAKESIDE HOSPITAL","5176 HILL ROAD EAST","LAKEPORT","CA",95453,"LAKE","(707) 262-5000","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","4","0","4","0","8","1","0","1","0","11","7","1","6","0","8","8","12","5",0,0,4.6875,0,7.09219858156028,0
"051330","MODOC MEDICAL CENTER","1111 N NAGLE STREET","ALTURAS","CA",96101,"MODOC","(530) 233-5131","Critical Access Hospitals","Government - Hospital District or Authority","Yes","","Not Available","16","7","1","0","1","0","8","Not Available","Not Available","Not Available","Not Available","11","2","0","2","0","8","Not Available","12","Not Available",0,0,NA,NA,0,0
"051331","SANTA YNEZ VALLEY COTTAGE HOSPITAL","2050 VIBORG RD","SOLVANG","CA",93463,"Santa Barbara","(805) 688-6431","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Y","4","***","7","3","0","3","0","8","Not Available","Not Available","Not Available","Not Available","11","4","0","4","0","8","Not Available","14","8",0,0,NA,NA,0,0
"051332","MARK TWAIN MEDICAL CENTER","768 MOUNTAIN RANCH RD","SAN ANDREAS","CA",95249,"CALAVERAS","(209) 754-2515","Critical Access Hospitals","Voluntary non-profit - Other","No","Y","2","","7","4","0","4","0","8","2","0","2","0","11","7","0","7","0","8","8","12","3",0,0,0,NA,0,1.8796992481203
"051333","RIDGECREST REGIONAL HOSPITAL","1081 NORTH CHINA LAKE BLVD","RIDGECREST","CA",93555,"KERN","(760) 446-3551","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Y","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","Not Available","Not Available","Not Available","Not Available","11","4","0","4","0","8","Not Available","12","3",NA,NA,NA,NA,NA,NA
"051334","OJAI VALLEY COMMUNITY HOSPITAL","1306 MARICOPA HWY","OJAI","CA",93023,"VENTURA","(805) 646-1401","Critical Access Hospitals","Voluntary non-profit - Private","Yes","Y","Not Available","16","7","1","0","1","0","8","Not Available","Not Available","Not Available","Not Available","11","2","1","1","0","8","8","12","3",0,0,NA,NA,0,13.986013986014
"051335","BEAR VALLEY COMMUNITY HOSPITAL","41870 GARSTIN DR","BIG BEAR LAKE","CA",92315,"SAN BERNARDINO","(909) 866-6501","Critical Access Hospitals","Government - Hospital District or Authority","Yes","Y","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","Not Available","Not Available","Not Available","Not Available","11","Not Available","Not Available","Not Available","Not Available","8","Not Available","12","2",0,0,NA,NA,0,0
"051336","SOUTHERN MONTEREY COUNTY MEMORIAL HOSPITAL","300 CANAL STREET","KING CITY","CA",93930,"MONTEREY","(831) 385-6000","Critical Access Hospitals","Voluntary non-profit - Other","Yes","Y","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","Not Available","Not Available","Not Available","Not Available","11","Not Available","Not Available","Not Available","Not Available","8","Not Available","12","1",NA,NA,NA,NA,NA,NA
"051337","HAZEL HAWKINS MEMORIAL HOSPITAL","911 SUNSET DRIVE","HOLLISTER","CA",95023,"SAN BENITO","(831) 637-5711","Critical Access Hospitals","Government - Hospital District or Authority","Yes","","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","Not Available","Not Available","Not Available","Not Available","11","2","0","2","0","8","Not Available","12","2",NA,NA,NA,NA,NA,NA
"053300","VALLEY CHILDREN'S HOSPITAL","9300 VALLEY CHILDRENS PLACE","MADERA","CA",93636,"MADERA","(559) 353-5116","Childrens","Voluntary non-profit - Private","Yes","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053301","UCSF BENIOFF CHILDREN'S HOSPITAL OAKLAND","747 52ND STREET","OAKLAND","CA",94609,"ALAMEDA","(510) 428-3000","Childrens","Voluntary non-profit - Private","Yes","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053302","CHILDREN'S HOSP OF LOS ANGELES","4650 SUNSET BLVD, MS 108","LOS ANGELES","CA",90027,"LOS ANGELES","(323) 669-2164","Childrens","Voluntary non-profit - Private","Yes","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053303","RADY CHILDREN'S HOSPITAL - SAN DIEGO","3020 CHILDRENS WAY","SAN DIEGO","CA",92123,"SAN DIEGO","(858) 576-1700","Childrens","Voluntary non-profit - Other","No","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053304","CHILDREN'S HOSPITAL OF ORANGE COUNTY","1201 W LA VETA AVE","ORANGE","CA",92868,"ORANGE","(714) 997-3000","Childrens","Voluntary non-profit - Other","No","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053305","LUCILE SALTER PACKARD CHILDREN'S HSP AT STANFORD","725 WELCH ROAD","PALO ALTO","CA",94304,"SANTA CLARA","(650) 497-8000","Childrens","Voluntary non-profit - Private","No","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053306","CHILDREN'S HOSPITAL AT MISSION","27700 MEDICAL CENTER RD, 5TH FLOOR","MISSION VIEJO","CA",92691,"ORANGE","(949) 365-2408","Childrens","Voluntary non-profit - Private","Yes","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053308","HEALTHBRIDGE CHILDREN'S HOSPITAL - ORANGE","393 S TUSTIN STREET","ORANGE","CA",92866,"ORANGE","(714) 289-2400","Childrens","Proprietary","No","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053309","MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB","2801 ATLANTIC AVENUE","LONG BEACH","CA",90806,"LOS ANGELES","(562) 933-8001","Childrens","Voluntary non-profit - Other","No","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"053311","SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF","2425 STOCKTON BOULEVARD","SACRAMENTO","CA",95817,"SACRAMENTO","(916) 453-2000","Childrens","Voluntary non-profit - Private","No","","Not Available","19","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",NA,NA,NA,NA,NA,NA
"060001","NORTH COLORADO MEDICAL CENTER","1801 16TH ST","GREELEY","CO",80631,"WELD","(970) 810-4121","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","2","","7","7","0","7","0","8","7","1","6","0","11","11","0","10","1","8","8","12","7",0.600817111271329,1.28179846184185,0.649561545956479,0,1.15240564678767,0.497322111706197
"060003","CENTURA LONGMONT UNITED HOSPITAL","1950 MOUNTAIN VIEW AVE","LONGMONT","CO",80501,"BOULDER","(303) 651-5111","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","6","0","6","0","8","6","0","6","0","11","8","0","8","0","8","8","12","6",0.478240076518412,0.79968012794882,0,0,0,0.179807605861728
"060004","PLATTE VALLEY MEDICAL CENTER","1600 PRAIRIE CENTER PKWY","BRIGHTON","CO",80601,"ADAMS","(303) 498-1600","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","5","0","5","0","8","5","0","5","0","11","8","0","8","0","8","8","12","6",4.10677618069815,2.27272727272727,1.94552529182879,0,2.95420974889217,0.325732899022801
"060006","MONTROSE REGIONAL HEALTH","800 S 3RD ST","MONTROSE","CO",81401,"MONTROSE","(970) 249-2211","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","5","0","5","0","8","3","0","3","0","11","10","2","8","0","8","8","12","7",0,4.00801603206413,0,0,3.003003003003,1.33789207670581
"060008","SAN LUIS VALLEY HEALTH","106 BLANCA AVE","ALAMOSA","CO",81101,"ALAMOSA","(719) 587-1202","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","2","","7","2","0","2","0","8","3","0","3","0","11","8","0","8","0","8","8","12","7",0,0.888888888888889,0,0,7.46268656716418,1.11607142857143
"060009","LUTHERAN MEDICAL CENTER","8300 W 38TH AVE","WHEAT RIDGE","CO",80033,"JEFFERSON","(303) 425-4500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","7","0","6","1","8","8","1","7","0","11","11","1","10","0","8","8","12","7",0.624414611301904,0.860733344809778,0.951173113506658,0,1.77430801987225,0.345011448107142
"060010","POUDRE VALLEY HOSPITAL","1024 S LEMAY AVE","FORT COLLINS","CO",80524,"LARIMER","(970) 495-7000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","6","1","5","0","8","8","2","6","0","11","10","3","7","0","8","8","12","8",0.588754783632617,1.56087408949011,0.807917592405575,1.19189511323004,1.07642626480086,0.479351916209285
"060011","DENVER HEALTH & HOSPITAL AUTHORITY","777 BANNOCK ST","DENVER","CO",80204,"DENVER","(303) 436-4927","Acute Care Hospitals","Government - State","Yes","Y","3","","7","6","0","6","0","8","6","2","4","0","11","9","0","8","1","8","8","12","8",0.615337281747558,1.02625040509884,1.10132158590308,1.40252454417952,0.899887514060742,0.501402861196753
"060012","ST MARY CORWIN MED CTR, CENTURA HEALTH","1008 MINNEQUA AVE","PUEBLO","CO",81004,"PUEBLO","(719) 557-4000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","4","","7","5","0","5","0","8","4","0","4","0","11","10","0","10","0","8","8","12","6",2.24719101123596,0,0,NA,2.22222222222222,0.44612982377872
"060013","MERCY REGIONAL MEDICAL CENTER","1010 THREE SPRINGS BLVD","DURANGO","CO",81301,"LA PLATA","(970) 247-4311","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","5","","7","5","1","4","0","8","6","0","6","0","11","10","2","8","0","8","8","12","7",0.389863547758285,2.76243093922652,1.23456790123457,0,1.28040973111396,1.52978296204226
"060014","PRESBYTERIAN ST LUKE'S MEDICAL CENTER","1719 E 19TH AVE","DENVER","CO",80218,"DENVER","(303) 839-6000","Acute Care Hospitals","Government - State","Yes","Y","3","","7","4","0","4","0","8","7","3","4","0","11","8","1","5","2","8","8","12","7",0.824334350012365,1.86741363211951,1.92246074975969,2.20994475138122,0.686341798215511,0.48089162965687
"060015","CENTURA HEALTH-ST ANTHONY HOSPITAL","11600 W 2ND PL","LAKEWOOD","CO",80228,"JEFFERSON","(720) 321-0000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","4","","7","7","0","7","0","8","6","1","5","0","11","8","1","7","0","8","8","12","7",1.29708695887153,0.461354754667825,1.44389438943894,0,1.12654900488171,0.954951214448827
"060020","PARKVIEW MEDICAL CENTER, INC","400 W 16TH ST","PUEBLO","CO",81003,"PUEBLO","(719) 584-4000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","7","0","6","1","8","8","2","6","0","11","9","0","9","0","8","8","12","8",0.839348665435622,0.235501913453047,1.56985871271586,0,2.06782464846981,0.945309884396479
"060022","UCH-MEMORIAL HEALTH SYSTEM","1400 E BOULDER ST","COLORADO SPRINGS","CO",80909,"EL PASO","(719) 365-5000","Acute Care Hospitals","Government - Local","Yes","Y","4","","7","7","0","7","0","8","8","2","6","0","11","11","2","9","0","8","8","12","11",0.668309594419615,0.382453053887635,1.90229797595495,2.28270412642669,1.22179685590942,0.423700761337305
"060023","ST MARYS MEDICAL CENTER","2635 N 7TH ST","GRAND JUNCTION","CO",81501,"MESA","(970) 298-1950","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","4","","7","7","0","6","1","8","8","1","7","0","11","11","2","9","0","8","8","12","7",1.25687352710134,0.507056536803854,0.670241286863271,1.1001100110011,0.227169468423444,0.294743736695595
"060024","UNIVERSITY OF COLORADO HOSPITAL AUTHORITY","12605 E 16TH AVE","AURORA","CO",80045,"ADAMS","(720) 848-0000","Acute Care Hospitals","Government - Hospital District or Authority","Yes","Y","4","","7","7","1","6","0","8","8","2","4","2","11","11","1","10","0","8","8","12","9",1.17488731762545,0.524800814236415,0.853374709076804,1.96592398427261,1.29307558026767,0.508148974406643
"060027","BOULDER COMMUNITY HEALTH","4747 ARAPAHOE AVE","BOULDER","CO",80303,"BOULDER","(303) 415-7440","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","7","0","7","0","8","7","0","7","0","11","9","1","8","0","8","8","12","7",0.914913083257091,1.11482720178372,1.47449130050133,3.29489291598023,0,0.953288846520496
"060028","SAINT JOSEPH HOSPITAL","1375 E 19TH AVE","DENVER","CO",80218,"DENVER","(303) 812-2000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","5","0","5","0","8","8","1","6","1","11","10","1","9","0","8","8","12","8",0.826446280991735,0.346260387811634,0.819403474270731,1.230012300123,0.601232526679693,0.463177396943029
"060030","MCKEE MEDICAL CENTER","2000 BOISE AVE","LOVELAND","CO",80538,"LARIMER","(970) 669-4640","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","5","0","5","0","8","5","1","4","0","11","10","1","9","0","8","8","12","7",0,0,0.497760079641613,0,0,0.356315695706396
"060031","CENTURA HEALTH-PENROSE ST FRANCIS HEALTH SERVICES","2222 NORTH NEVADA AVE STE 215","COLORADO SPRINGS","CO",80907,"EL PASO","(719) 776-5000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","7","0","7","0","8","8","4","4","0","11","11","4","6","1","8","8","12","8",0.525969756738987,0.521131898483506,0.32559149120903,1.25549278091651,1.25195618153365,0.302109999840995
"060032","ROSE MEDICAL CENTER","4567 E 9TH AVE","DENVER","CO",80220,"DENVER","(303) 320-2121","Acute Care Hospitals","Proprietary","Yes","Y","5","","7","6","0","6","0","8","8","1","7","0","11","7","1","5","1","8","8","12","9",0.948946669197191,0.854883522120111,1.3598041881969,0.904159132007233,0.695652173913043,0.0828809415274958
"060034","HCA-HEALTHONE DBA SWEDISH MEDICAL CENTER","501 E HAMPDEN AVE","ENGLEWOOD","CO",80113,"ARAPAHOE","(303) 788-5000","Acute Care Hospitals","Proprietary","Yes","Y","3","","7","7","0","7","0","8","8","3","5","0","11","11","0","9","2","8","8","12","7",0.458968239397834,0.115154306771073,0.26024723487313,0.428449014567266,0.178635226866738,0.208167088783263
"06003F","Evans ACH (FT Carson)","Fort Carson MEDDAC 1650 Cochrane Circle","Fort Carson","CO",80913,"EL PASO","(719) 526-7000","Acute Care - Department of Defense","Department of Defense","Yes","","Not Available","22","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available",0,0,NA,NA,NA,NA
"060044","CENTURA ST ELIZABETH HOSPITAL","1000 LINCOLN ST","FORT MORGAN","CO",80701,"MORGAN","(970) 867-3391","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","4","","7","1","0","1","0","8","3","0","3","0","11","6","1","5","0","8","8","12","4",0,0,0,0,0,1.07991360691145
"060049","UCHEALTH YAMPA VALLEY MEDICAL CENTER","1024 CENTRAL PARK DR","STEAMBOAT SPRINGS","CO",80487,"ROUTT","(970) 879-1322","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","Not Available","Not Available","Not Available","Not Available","8","3","0","3","0","11","7","1","6","0","8","8","12","8",0,9.70873786407767,1.93050193050193,0,0,0.816326530612245
"060054","COMMUNITY HOSPITAL","2351 'G' RD","GRAND JUNCTION","CO",81505,"MESA","(970) 644-3020","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","3","0","3","0","8","4","0","4","0","11","9","1","8","0","8","8","12","8",1.85528756957328,2.60078023407022,0,0,0,0.993295257015148
"06005F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69122976564388,0.785083415112856,NA,NA,NA,NA
"060064","CENTURA HEALTH-PORTER ADVENTIST HOSPITAL","2525 S DOWNING ST","DENVER","CO",80210,"DENVER","(303) 778-1955","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","7","0","7","0","8","7","1","6","0","11","9","1","8","0","8","8","12","6",0.730887297178775,0.344827586206897,0,0,0,0.396209594875689
"060065","NORTH SUBURBAN MEDICAL CENTER","9191 GRANT ST","THORNTON","CO",80229,"ADAMS","(303) 451-7800","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","6","0","6","0","8","8","1","7","0","11","8","0","8","0","8","8","12","8",1.18063754427391,0.710984713828653,1.407789770061,1.81488203266788,1.44161460836136,0.157819980009469
"060071","DELTA COUNTY MEMORIAL HOSPITAL","1501 E 3RD ST","DELTA","CO",81416,"DELTA","(970) 874-7681","Acute Care Hospitals","Government - Local","Yes","Y","4","","7","4","0","4","0","8","3","0","3","0","11","9","0","9","0","8","8","12","6",0,3.94218134034166,0,0,0,1.4058106841612
"060075","VALLEY VIEW HOSPITAL ASSOCIATION","1906 BLAKE AVE","GLENWOOD SPRINGS","CO",81601,"GARFIELD","(970) 945-6535","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","5","0","5","0","8","5","0","5","0","11","10","0","10","0","8","8","12","7",0,0,1.44717800289436,0,0,0.970469984749757
"060076","STERLING REGIONAL MEDCENTER","615 FAIRHURST ST","STERLING","CO",80751,"LOGAN","(970) 522-0122","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","3","","7","3","0","3","0","8","2","0","2","0","11","9","0","9","0","8","8","12","5",4.83091787439614,0,0,0,0,2.14822771213749
"06007F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6.38977635782748,NA,NA,NA,NA
"060096","VAIL HEALTH HOSPITAL","181 W MEADOW DR","VAIL","CO",81657,"EAGLE","(970) 476-2451","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","5","","7","1","0","1","0","8","3","0","3","0","11","7","1","6","0","8","8","12","9",0,1.18623962040332,0,0,0,0.210084033613445
"060100","AURORA SOUTH HOSPITAL AND MEDICAL CENTER","1501 S POTOMAC ST","AURORA","CO",80012,"ARAPAHOE","(303) 873-5511","Acute Care Hospitals","Proprietary","Yes","Y","4","","7","7","0","7","0","8","7","2","5","0","11","9","3","5","1","8","8","12","9",1.18000429092469,0.424403183023873,0.333444481493831,0,0,0.236921910538287
"060103","CENTURA HEALTH-AVISTA ADVENTIST HOSPITAL","100 HEALTH PARK DR","LOUISVILLE","CO",80027,"BOULDER","(303) 673-1000","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","3","","7","2","0","2","0","8","5","0","5","0","11","8","0","8","0","8","8","12","6",0,0.579038795599305,0,0,0,0.292654375182909
"060104","CENTURA HEALTH-ST ANTHONY NORTH HEALTH CAMPUS","14300 ORCHARD PKWY","WESTMINSTER","CO",80023,"BROOMFIELD","(720) 627-0000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","5","0","5","0","8","8","1","7","0","11","8","2","6","0","8","8","12","7",1.41309467734338,0.301568154402895,1.32802124833997,0.947867298578199,1.5205271160669,1.10818672946391
"060107","NATIONAL JEWISH HEALTH","1400 JACKSON ST","DENVER","CO",80206,"DENVER","(303) 388-4461","Acute Care Hospitals","Voluntary non-profit - Private","Yes","","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","1","0","1","0","11","3","0","3","0","8","Not Available","12","3",0,NA,NA,NA,0,0
"060112","SKY RIDGE MEDICAL CENTER","10101 RIDGEGATE PKWY","LONE TREE","CO",80124,"DOUGLAS","(720) 225-1000","Acute Care Hospitals","Voluntary non-profit - Other","Yes","Y","5","","7","6","0","6","0","8","8","1","7","0","11","10","2","8","0","8","8","12","9",0.621735886595374,1.31630906936949,0.721240533717995,2.05338809034908,0.462214005084354,0.240491977874738
"060113","LITTLETON ADVENTIST HOSPITAL, CENTURA HEALTH","7700 S BROADWAY","LITTLETON","CO",80122,"ARAPAHOE","(303) 730-8900","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","4","","7","6","0","6","0","8","8","0","8","0","11","8","0","8","0","8","8","12","8",2.21293336611753,0.691244239631336,0.35650623885918,0,1.19047619047619,0.620166350503429
"060114","PARKER ADVENTIST HOSPITAL","9395 CROWN CREST BLVD","PARKER","CO",80138,"DOUGLAS","(303) 269-4000","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","6","0","6","0","8","8","0","8","0","11","8","2","6","0","8","8","12","9",0.487012987012987,0.149342891278375,0.258598396689941,0.736919675755343,0.509943906170321,0.83032138321774
"060116","GOOD SAMARITAN MEDICAL CENTER LLC","200 EXEMPLA CIR","LAFAYETTE","CO",80026,"BOULDER","(303) 689-5212","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","4","","7","5","0","5","0","8","7","1","6","0","11","10","0","10","0","8","8","12","7",3.44234079173838,0.541614009749052,0.502596749874351,0,0.85726532361766,0.592309094222708
"060117","ANIMAS SURGICAL HOSPITAL, LLC","575 RIVERGATE LN, STE 100","DURANGO","CO",81301,"LA PLATA","(970) 247-3537","Acute Care Hospitals","Proprietary","Yes","Y","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","2","0","2","0","11","3","0","2","1","8","8","12","2",0,0,NA,0,0,0
"060118","ST ANTHONY SUMMIT MEDICAL CENTER","340 PEAK ONE DR","FRISCO","CO",80443,"SUMMIT","(970) 668-3300","Acute Care Hospitals","Voluntary non-profit - Church","Yes","Y","Not Available","16","7","1","0","1","0","8","2","0","2","0","11","3","0","3","0","8","8","12","6",0,0,0,0,0,0
"060119","MEDICAL CENTER OF THE ROCKIES","2500 ROCKY MOUNTAIN AVE","LOVELAND","CO",80538,"LARIMER","(970) 624-2500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","7","0","7","0","8","7","1","6","0","11","11","3","8","0","8","8","12","9",0.410972978526662,1.28040973111396,0.775193798449612,0,0,0.606428138265616
"060124","ORTHOCOLORADO HOSPITAL AT ST ANTHONY MED CAMPUS","11650 W 2ND PL","LAKEWOOD","CO",80228,"JEFFERSON","(720) 321-5000","Acute Care Hospitals","Proprietary","Yes","Y","Not Available","16","7","Not Available","Not Available","Not Available","Not Available","8","2","0","2","0","11","3","0","3","0","8","8","12","1",0,0,NA,NA,0,0
"060125","CENTURA CASTLE ROCK ADVENTIST HOSPITAL","2350 MEADOWS BLVD","CASTLE ROCK","CO",80109,"DOUGLAS","(720) 455-2500","Acute Care Hospitals","Voluntary non-profit - Private","Yes","Y","5","","7","4","0","4","0","8","3","0","3","0","11","7","0","7","0","8","8","12","6",1.36054421768707,0.689179875947622,0.65402223675605,0,0,0.416608804332732
